Project Name,Project Link,Project Scope,Project Description,Project Goal,Project Full Description,Citizen Science Web Name,Citizen Science Web Link
FERNANDO BORGIA,https://ciencia-ciudadana.es/proyecto-cc/fernando-borgia/,Ciencias Sociales,,En el centro educativo desarrollamos actividades de ciencia ciudadana,En el centro educativo desarrollamos actividades de ciencia ciudadananan,Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Smart Citizen,https://ciencia-ciudadana.es/proyecto-cc/smart-citizen/,Informática y Ciencias de la Computación,,"Smart Citizen es una plataforma para generar procesos participativos de las personas en las ciudades. Conectando datos, ciudadanos y conocimiento, el objetivo de la plataforma es servir como nodo productivo para la generación de indicadores abiertos y herramientas distribuidas, y a partir de ahí la construcción colectiva de las ciudades por sus propios habitantes.","Smart Citizen es una plataforma para generar procesos participativos de las personas en las ciudades. Conectando datos, ciudadanos y conocimiento, el objetivo de la plataforma es servir como nodo productivo para la generación de indicadores abiertos y herramientas distribuidas, y a partir de ahí la construcción colectiva de las ciudades por sus propios habitantes.nan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
AcercaCiencia,https://ciencia-ciudadana.es/proyecto-cc/acercaciencia/,Ciencias Sociales,"Damos difusión a proyectos de Ciencia Ciudadana.
","Dentro de AcercaCiencia.com hay una sección donde damos difusión a proyectos de Ciencia Ciudadana: 
http://www.acercaciencia.com/category/cienciaciudadana-2/","Dentro de AcercaCiencia.com hay una sección donde damos difusión a proyectos de Ciencia Ciudadana: 
http://www.acercaciencia.com/category/cienciaciudadana-2/Damos difusión a proyectos de Ciencia Ciudadana.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
HEART HEALTHY HOODS,https://ciencia-ciudadana.es/proyecto-cc/heart-healthy-hoods/,Medicina y Salud,,"Las enfermedades cardiovasculares son la primera causa de muerte en la Unión Europea. Teniendo en cuenta los costes de tratamiento y la alta prevalencia de factores de riesgo (tabaquismo, la inactividad física, diabetes e hipertensión), representan la mayor carga social y económica entre todas las enfermedades. Subvencionado por el European Research Council (ERC) Manuel Franco propone medir los alimentos, la actividad física, el alcohol y los entornos de tabaco de cientos de barrios de Madrid, una ciudad con perfil histórico y demográfico como muchas otras ciudades europeas similares, y correlacionar los resultados con los historiales médicos de atención primaria cardiovasculares.","Las enfermedades cardiovasculares son la primera causa de muerte en la Unión Europea. Teniendo en cuenta los costes de tratamiento y la alta prevalencia de factores de riesgo (tabaquismo, la inactividad física, diabetes e hipertensión), representan la mayor carga social y económica entre todas las enfermedades. Subvencionado por el European Research Council (ERC) Manuel Franco propone medir los alimentos, la actividad física, el alcohol y los entornos de tabaco de cientos de barrios de Madrid, una ciudad con perfil histórico y demográfico como muchas otras ciudades europeas similares, y correlacionar los resultados con los historiales médicos de atención primaria cardiovasculares.nan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
«FLOODUP. Explorando nuestra resiliencia frente a las inundaciones”,https://ciencia-ciudadana.es/proyecto-cc/floodup-explorando-nuestra-resiliencia-frente-a-las-inundaciones/,"Biodiversidad, Ecología y Medioambiente","Es un proyecto de ciencia ciudadana que tiene como objetivo explorar y recopilar los principales impactos de los riesgos naturales y del cambio climático, aspectos a mejorar y cómo las comunidades se adaptan.
¿PARA QUÉ? Disponer de información detallada nos permite entender mejor los impactos de los episodios y extraer aprendizajes para disminuir estos impactos en situaciones futuras. También nos permite conocer los fenómenos que se producen en un episodio, esta información es útil para poder validar los modelos meteorológicos y las herramientas de seguimiento y vigilancia.
","«FLOODUP. Explorando nuestra resiliencia frente a las inundaciones” es un proyecto de ciencia ciudadana para mejorar el conocimiento sobre el impacto de las inundaciones desarrollado con el apoyo de la Fundación española para la Ciencia y la Tecnología (FECYT- Ministerio de Economía y Competitividad). El proyecto tiene como objetivo recoger observaciones de inundaciones o de otros fenómenos relacionados y sus efectos. También se recogen otras observaciones como lugares que pueden estar en riesgo de inundarse, malas prácticas en relación a la prevención de inundaciones, testimonios de inundaciones históricas o infraestructuras de protección. Para ello se ha desarrollado la aplicación para móviles FLOODUP. Esta App se puede descargar desde las plataformas Google Play y Apple Store de manera gratuita. Contribuir al proyecto es muy sencillo y rápido y está al alcance de cualquier persona que tenga un dispositivo móvil siempre con precaución y sin ponerse en riesgo al tomar la fotografía. Las observaciones, una vez subidas a la red por el usuario, son validadas por el equipo del proyecto.","«FLOODUP. Explorando nuestra resiliencia frente a las inundaciones” es un proyecto de ciencia ciudadana para mejorar el conocimiento sobre el impacto de las inundaciones desarrollado con el apoyo de la Fundación española para la Ciencia y la Tecnología (FECYT- Ministerio de Economía y Competitividad). El proyecto tiene como objetivo recoger observaciones de inundaciones o de otros fenómenos relacionados y sus efectos. También se recogen otras observaciones como lugares que pueden estar en riesgo de inundarse, malas prácticas en relación a la prevención de inundaciones, testimonios de inundaciones históricas o infraestructuras de protección. Para ello se ha desarrollado la aplicación para móviles FLOODUP. Esta App se puede descargar desde las plataformas Google Play y Apple Store de manera gratuita. Contribuir al proyecto es muy sencillo y rápido y está al alcance de cualquier persona que tenga un dispositivo móvil siempre con precaución y sin ponerse en riesgo al tomar la fotografía. Las observaciones, una vez subidas a la red por el usuario, son validadas por el equipo del proyecto.Es un proyecto de ciencia ciudadana que tiene como objetivo explorar y recopilar los principales impactos de los riesgos naturales y del cambio climático, aspectos a mejorar y cómo las comunidades se adaptan.
¿PARA QUÉ? Disponer de información detallada nos permite entender mejor los impactos de los episodios y extraer aprendizajes para disminuir estos impactos en situaciones futuras. También nos permite conocer los fenómenos que se producen en un episodio, esta información es útil para poder validar los modelos meteorológicos y las herramientas de seguimiento y vigilancia.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Infoparticipa,https://ciencia-ciudadana.es/proyecto-cc/infoparticipa/,Ciencias Sociales,,"Cartografía interactiva para la mejora de la calidad y la transparencia de la comunicación pública local.
Formamos parte de Infoparticipa mapainfoparticipa.com","Cartografía interactiva para la mejora de la calidad y la transparencia de la comunicación pública local.
Formamos parte de Infoparticipa mapainfoparticipa.comnan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Cicada.cat,https://ciencia-ciudadana.es/proyecto-cc/cicada-cat/,"Biodiversidad, Ecología y Medioambiente","Cicada.cat avanza en el conocimiento y divulgación de la biología de las cigarras (Cicadidae), los insectos más ruidosos del verano. Contiene la descripción de las especies de cigarras de Cataluña, su distribución, ciclo de vida, ecología y comportamiento, así como información para identificarlas.
Sabías que las cigarras pasan la mayor parte de su larga vida bajo tierra? • Que sólo cantan los machos? • Que las hembras pueden inyectar más de 100 huevos dentro de una planta? • Que se encuentran en todo el mundo, en lugares como Canadá, China, Madagascar, Vietnam o Nueva Zelanda?
",Ampliar el conocimiento sobre las cigarras (Cicadidae) en Cataluña y hacerlo público y disponible en una web. Promover la participación de la ciudadanía en adquirir información sobre el grupo.,"Ampliar el conocimiento sobre las cigarras (Cicadidae) en Cataluña y hacerlo público y disponible en una web. Promover la participación de la ciudadanía en adquirir información sobre el grupo.Cicada.cat avanza en el conocimiento y divulgación de la biología de las cigarras (Cicadidae), los insectos más ruidosos del verano. Contiene la descripción de las especies de cigarras de Cataluña, su distribución, ciclo de vida, ecología y comportamiento, así como información para identificarlas.
Sabías que las cigarras pasan la mayor parte de su larga vida bajo tierra? • Que sólo cantan los machos? • Que las hembras pueden inyectar más de 100 huevos dentro de una planta? • Que se encuentran en todo el mundo, en lugares como Canadá, China, Madagascar, Vietnam o Nueva Zelanda?
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Jam Science,https://ciencia-ciudadana.es/proyecto-cc/jam-science/,"Biodiversidad, Ciencias Sociales, Ecología y Medioambiente, Espacio y Astronomía, Informática y Ciencias de la Computación, Medicina y Salud","Organizamos charlas de divulgación científica en un bar de copas, entendidas como un debate o tertulia con participación e interrelación de los asistentes con el ponente. las charlas y posterior tertulia son grabadas y distribuidas a través de nuestras redes sociales, para un mayor alcance.
","¿Por qué no discutir sobre ciencia en un bar? Con el espíritu participativo de una jam session (un encuentro informal de improvisación musical), nace ‘Jam Science’, una iniciativa para implicar a diferentes públicos en las discusiones científicas.","¿Por qué no discutir sobre ciencia en un bar? Con el espíritu participativo de una jam session (un encuentro informal de improvisación musical), nace ‘Jam Science’, una iniciativa para implicar a diferentes públicos en las discusiones científicas.Organizamos charlas de divulgación científica en un bar de copas, entendidas como un debate o tertulia con participación e interrelación de los asistentes con el ponente. las charlas y posterior tertulia son grabadas y distribuidas a través de nuestras redes sociales, para un mayor alcance.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Asociación ZERYNTHIA,https://ciencia-ciudadana.es/proyecto-cc/asociacion-zerynthia/,"Biodiversidad, Ecología y Medioambiente","Desde la Asociación ZERYNTHIA promovemos la obtención de datos relativos a la distribución y la tendencia poblacional (seguimiento) de las mariposas ibéricas.
La asociación se asienta en tres pilares básicos: investigación, divulgación, conservación
","ZERYNTHIA es una Asociación de ámbito nacional (España) sin ánimo de lucro, cuyos objetivos se basan en la protección de las mariposas, tanto diurnas como nocturnas, y los lugares donde habitan. Se encarga del estudio, divulgación y conservación de las mariposas y los lugares donde habitan. Es además la entidad representante en España de la federación europea Butterfly Conservation Europe.
Desde ZERYNTHIA trabajamos para conocer más acerca de los miles de especies que habitan nuestro país y así poder protegerlas de manera más efectiva y en base a datos objetivos. Pero también dedicamos gran parte de nuestro tiempo a la divulgación de su importancia. Nos esforzamos por crear una conciencia social que permita conservar y valorar a estos valiosos y bellos animales, fundamentales para el correcto funcionamiento de los ecosistemas.","ZERYNTHIA es una Asociación de ámbito nacional (España) sin ánimo de lucro, cuyos objetivos se basan en la protección de las mariposas, tanto diurnas como nocturnas, y los lugares donde habitan. Se encarga del estudio, divulgación y conservación de las mariposas y los lugares donde habitan. Es además la entidad representante en España de la federación europea Butterfly Conservation Europe.
Desde ZERYNTHIA trabajamos para conocer más acerca de los miles de especies que habitan nuestro país y así poder protegerlas de manera más efectiva y en base a datos objetivos. Pero también dedicamos gran parte de nuestro tiempo a la divulgación de su importancia. Nos esforzamos por crear una conciencia social que permita conservar y valorar a estos valiosos y bellos animales, fundamentales para el correcto funcionamiento de los ecosistemas.Desde la Asociación ZERYNTHIA promovemos la obtención de datos relativos a la distribución y la tendencia poblacional (seguimiento) de las mariposas ibéricas.
La asociación se asienta en tres pilares básicos: investigación, divulgación, conservación
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Planetario CETA-CIEMAT,https://ciencia-ciudadana.es/proyecto-cc/planetario-ceta-ciemat/,Espacio y Astronomía,"El Planetario de Trujillo nace con el propósito de fomentar el interés por la ciencia y la tecnología entre todos los públicos, ofreciendo para ello un espacio audiovisual de sensaciones envolventes, ameno y divertido, y complementando al mismo tiempo la oferta turística y cultural que Trujillo (Cáceres) ofrece a sus ciudadanos y visitantes.
",El planetario CETA-CIEMAT consiste en una cúpula neumática semiesférica de unos 12 metros de diámetro en cuyo interior unas 40-50 personas son trasladadas a un Universo de sensaciones envolventes gracias a un avanzado sistema de proyección digital.,"El planetario CETA-CIEMAT consiste en una cúpula neumática semiesférica de unos 12 metros de diámetro en cuyo interior unas 40-50 personas son trasladadas a un Universo de sensaciones envolventes gracias a un avanzado sistema de proyección digital.El Planetario de Trujillo nace con el propósito de fomentar el interés por la ciencia y la tecnología entre todos los públicos, ofreciendo para ello un espacio audiovisual de sensaciones envolventes, ameno y divertido, y complementando al mismo tiempo la oferta turística y cultural que Trujillo (Cáceres) ofrece a sus ciudadanos y visitantes.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
ICO-Instituto Catalán de Ornitología,https://ciencia-ciudadana.es/proyecto-cc/ico-instituto-catalan-de-ornitologia/,"Biodiversidad, Ecología y Medioambiente, Pájaros","El ICO, esencialmente, obtiene información sobre las aves y hábitats mediante el desarrollo de multitud de proyectos basados en la ciencia ciudadana. Este proyectos, muchos de ellos de escala nacional y desarrollados conjuntamente con los gestores del medio natural para dar respuesta directa a los problemas de conservación, son posibles gracias a la colaboración de más de 5.000 ornitólogos voluntarios de toda Cataluña
","El Instituto Catalán de Ornitología (ICO) es una asociación sin fines de lucro, establecida en 1975 para las ayudas al estudio de las aves en Cataluña, con el nombre de Grupo Catalán de Anellament. La asociación se especializa en el desarrollo y la coordinación de los sistemas de vigilancia a gran escala que requieren la contribución de muchos ornitólogos. La asociación organiza cursos para una amplia gama de actividades ornitológicas prácticas.","El Instituto Catalán de Ornitología (ICO) es una asociación sin fines de lucro, establecida en 1975 para las ayudas al estudio de las aves en Cataluña, con el nombre de Grupo Catalán de Anellament. La asociación se especializa en el desarrollo y la coordinación de los sistemas de vigilancia a gran escala que requieren la contribución de muchos ornitólogos. La asociación organiza cursos para una amplia gama de actividades ornitológicas prácticas.El ICO, esencialmente, obtiene información sobre las aves y hábitats mediante el desarrollo de multitud de proyectos basados en la ciencia ciudadana. Este proyectos, muchos de ellos de escala nacional y desarrollados conjuntamente con los gestores del medio natural para dar respuesta directa a los problemas de conservación, son posibles gracias a la colaboración de más de 5.000 ornitólogos voluntarios de toda Cataluña
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
SCIENCE HACK DAY,https://ciencia-ciudadana.es/proyecto-cc/science-hack-day/,Informática y Ciencias de la Computación,,"Espacio creativo abierto en el norte de Tenerife. Creemos en compartir conocimientos, herramientas y proyectos de forma abierta. En conocer a otras personas de distintos ámbitos creativos para sacar adelante nuevas ideas. En pasar un buen rato y compartir experiencias dentro de un espacio compartido.  Así nace Orotava Hackerspace, un hackerspace constituido como asociación sin ánimo de lucro para favorecer el desarrollo de proyectos creativos de ámbitos como electrónica, programación, ciencia y arte en un espacio físico común.","Espacio creativo abierto en el norte de Tenerife. Creemos en compartir conocimientos, herramientas y proyectos de forma abierta. En conocer a otras personas de distintos ámbitos creativos para sacar adelante nuevas ideas. En pasar un buen rato y compartir experiencias dentro de un espacio compartido.  Así nace Orotava Hackerspace, un hackerspace constituido como asociación sin ánimo de lucro para favorecer el desarrollo de proyectos creativos de ámbitos como electrónica, programación, ciencia y arte en un espacio físico común.nan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
XPLORE HEALT – MENT SANA,https://ciencia-ciudadana.es/proyecto-cc/xplore-healt-ment-sana/,"Educación, Medicina y Salud","El proyecto Xplore Health, impulsado conjuntamente por IrsiCaixa y la Obra Social ""la Caixa"", en colaboración con el proyecto europeo EnRRICH, iniciaron el proyecto piloto de investigación e innovación responsables ""Sana Mente"", que gira en torno a la salud mental, concretamente las causas y la prevención del estrés y la depresión entre los jóvenes. Este proyecto se llevó a cabo en colaboración con 15 educadores, 500 estudiantes y 4 centros de investigación y universidades, y contará también con la participación de asociaciones de pacientes, políticos y empresas. La finalidad es diseñar e implementar intervenciones de salud para los estudiantes y con los estudiantes, involucrándolos en proyectos de investigación e innovación para apoderarlos y promover buenos hábitos de salud.
","Xplore Health es un programa educativo europeo impulsado conjuntamente por IrsiCaixa y Obra Social ""la Caixa"", con la colaboración de la Fundación Amgen, que ofrece recursos multimedia interactivos para acercar a las aulas de secundaria la investigación biomédica actual y la reflexión en torno a las implicaciones bioéticas de la investigación.

El programa fomenta la innovación educativa mediante la enseñanza de las ciencias basada en la indagación (ECBI), el trabajo por proyectos, las dinámicas de grupo y la evaluación formativa. Al mismo tiempo, fomenta la interacción de los estudiantes con diferentes actores sociales para que participen como ciudadanos responsables en una sociedad basada en el conocimiento.

El proyecto se desarrolla por internet mediante una red de centros educativos piloto, centros de investigación y museos de ciencia.","Xplore Health es un programa educativo europeo impulsado conjuntamente por IrsiCaixa y Obra Social ""la Caixa"", con la colaboración de la Fundación Amgen, que ofrece recursos multimedia interactivos para acercar a las aulas de secundaria la investigación biomédica actual y la reflexión en torno a las implicaciones bioéticas de la investigación.

El programa fomenta la innovación educativa mediante la enseñanza de las ciencias basada en la indagación (ECBI), el trabajo por proyectos, las dinámicas de grupo y la evaluación formativa. Al mismo tiempo, fomenta la interacción de los estudiantes con diferentes actores sociales para que participen como ciudadanos responsables en una sociedad basada en el conocimiento.

El proyecto se desarrolla por internet mediante una red de centros educativos piloto, centros de investigación y museos de ciencia.El proyecto Xplore Health, impulsado conjuntamente por IrsiCaixa y la Obra Social ""la Caixa"", en colaboración con el proyecto europeo EnRRICH, iniciaron el proyecto piloto de investigación e innovación responsables ""Sana Mente"", que gira en torno a la salud mental, concretamente las causas y la prevención del estrés y la depresión entre los jóvenes. Este proyecto se llevó a cabo en colaboración con 15 educadores, 500 estudiantes y 4 centros de investigación y universidades, y contará también con la participación de asociaciones de pacientes, políticos y empresas. La finalidad es diseñar e implementar intervenciones de salud para los estudiantes y con los estudiantes, involucrándolos en proyectos de investigación e innovación para apoderarlos y promover buenos hábitos de salud.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Laboratorio Jurídico Empresarial,https://ciencia-ciudadana.es/proyecto-cc/laboratorio-juridico-empresarial/,Ciencias Sociales,"Desarrollo de marcos jurídicos apropiados para la ciencia ciudadana, especialmente en relación con el conocimiento abierto.
","El Laboratorio Avanzado de la Universidad de Zaragoza sobre Aplicaciones Jurídicas y Empresariales en la Sociedad de la Información situado en el Parque Tecnológico Walqa (Huesca) depende de las Facultades de Derecho y de Económia y Empresa, de la Universidad de Zaragoza, y tiene como objetivos servir de apoyo tanto en la docencia como en la investigación a los profesores de la Universidad, así como colaborar en las actividades de I+D desarrolladas por las empresas del Parque y otras de Aragón.","El Laboratorio Avanzado de la Universidad de Zaragoza sobre Aplicaciones Jurídicas y Empresariales en la Sociedad de la Información situado en el Parque Tecnológico Walqa (Huesca) depende de las Facultades de Derecho y de Económia y Empresa, de la Universidad de Zaragoza, y tiene como objetivos servir de apoyo tanto en la docencia como en la investigación a los profesores de la Universidad, así como colaborar en las actividades de I+D desarrolladas por las empresas del Parque y otras de Aragón.Desarrollo de marcos jurídicos apropiados para la ciencia ciudadana, especialmente en relación con el conocimiento abierto.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
RiuNet,https://ciencia-ciudadana.es/proyecto-cc/riunet/,"Biología, Ecología y Medioambiente, Océanos, Agua, Marino y Terrestre","El grupo de investigación FEHM lleva más de 30 años dedicándose a la difusión científica sobre hidrología y ecología fluvial y a la construcción de herramientas que sirvan a ciudadanos, científicos y gestores para evaluar la calidad de los ríos. RiuNet consigue que ambas líneas de trabajo converjan y, además, convierte a los ciudadanos que quieren aprender sobre ecosistemas acuáticos en uno de los actores principales que permitirán mejorar la investigación y la gestión de los ríos mediterráneos.
","RiuNet es una herramienta educativa interactiva que guía a cualquier ciudadano en la diagnosis del estado hidrológico y ecológico de un río. Al mismo tiempo, es un proyecto de ciencia ciudadana ya que proporciona datos científicos que gestionan los investigadores del Grupo de Investigación Freshwater Ecology, Hydrology and Management (FEHMlab) del Departamento de Biología Evolutiva, Ecología y Ciencias Ambientales de la Universidad de Barcelona.","RiuNet es una herramienta educativa interactiva que guía a cualquier ciudadano en la diagnosis del estado hidrológico y ecológico de un río. Al mismo tiempo, es un proyecto de ciencia ciudadana ya que proporciona datos científicos que gestionan los investigadores del Grupo de Investigación Freshwater Ecology, Hydrology and Management (FEHMlab) del Departamento de Biología Evolutiva, Ecología y Ciencias Ambientales de la Universidad de Barcelona.El grupo de investigación FEHM lleva más de 30 años dedicándose a la difusión científica sobre hidrología y ecología fluvial y a la construcción de herramientas que sirvan a ciudadanos, científicos y gestores para evaluar la calidad de los ríos. RiuNet consigue que ambas líneas de trabajo converjan y, además, convierte a los ciudadanos que quieren aprender sobre ecosistemas acuáticos en uno de los actores principales que permitirán mejorar la investigación y la gestión de los ríos mediterráneos.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
SOC. GADITANA DE HISTORIA NATURAL,https://ciencia-ciudadana.es/proyecto-cc/soc-gaditana-de-historia-natural/,"Animales, Biodiversidad, Biología, Ecología y Medioambiente, Pájaros","Se funda en 1996, realizándose desde entonces varios proyectos dirigidos al conocimiento y conservación de la naturaleza gaditana. Así por ejemplo, se han desarrollado proyectos relacionados con la etnobotánica Gaditana, el Atlas de Mamíferos de la provincia, el conocimiento de las arañas y la flora protegida de la provincia de Cádiz.
Entre sus principales actividades, la Sociedad Gaditana de Historia Natural organiza cada 2 años las Jornadas de Historia Natural de Cádiz. Este evento reúne a científicos, naturalistas, gestores, aficionados o interesados en la naturaleza de la provincia de Cádiz recogiendo aportaciones interesantes en el ámbito del conocimiento y conservación de cualquiera de los elementos del patrimonio natural. Con el ánimo de facilitar la asistencia de naturalistas aficionados o profesionales de toda la provincia y, aprovechando la variedad y belleza de todos sus rincones, se alterna la localidad de celebración de las Jornadas. Así, desde 2002, se han organizado Jornadas en Sanlúcar de Barrameda, Grazalema, Jimena de la Frontera, Jerez, el Puerto de Santa María, Vejer y Medina Sidonia.
La Sociedad también edita periódicamente la Revista de la Sociedad Gaditana de Historia Natural y el Boletín El Corzo. La primera recoge trabajos originales relacionados con cualquier ecosistema natural o grupo taxonómico, trabajos de gestión aplicada y nuevas citas y observaciones relativas al estado de la biodiversidad (véase enlace a la revista en la pestaña Publicaciones). Tradicionalmente ha dado cabida a trabajos relacionados con las comunicaciones presentadas a las Jornadas. Desde 2012, la Revista de la SGHN tiene una nueva versión online y open-access, adaptada a los nuevos tiempos para favorecer la agilidad y difusión de los trabajos publicados. La segunda, nacida en 2013, da cabida a un amplio abanico de temas inéditos sobre la naturaleza de la provincia.
La Sociedad también organiza charlas, seminarios, cursos y talleres especializados sobre temas variados como fotografía de naturaleza, y aspectos concretos de flora y fauna representada en la provincia de Cádiz. Asimismo, cada dos años organiza el Concurso de Ilustración de Naturaleza, dotado de un premio económico y con el que se ilustra la portada de la Revista de la SGHN.
","La Sociedad Gaditana de Historia Natural es una asociación sin ánimo de lucro que nace como un punto de encuentro de aquellos estudiosos de la naturaleza en todos sus campos. Tiene como fines primordiales el intercambio de conocimientos y experiencias, la colaboración y coordinación en proyectos comunes, la difusión de estos conocimientos y la defensa del patrimonio natural, en el ámbito de la Provincia de Cádiz.","La Sociedad Gaditana de Historia Natural es una asociación sin ánimo de lucro que nace como un punto de encuentro de aquellos estudiosos de la naturaleza en todos sus campos. Tiene como fines primordiales el intercambio de conocimientos y experiencias, la colaboración y coordinación en proyectos comunes, la difusión de estos conocimientos y la defensa del patrimonio natural, en el ámbito de la Provincia de Cádiz.Se funda en 1996, realizándose desde entonces varios proyectos dirigidos al conocimiento y conservación de la naturaleza gaditana. Así por ejemplo, se han desarrollado proyectos relacionados con la etnobotánica Gaditana, el Atlas de Mamíferos de la provincia, el conocimiento de las arañas y la flora protegida de la provincia de Cádiz.
Entre sus principales actividades, la Sociedad Gaditana de Historia Natural organiza cada 2 años las Jornadas de Historia Natural de Cádiz. Este evento reúne a científicos, naturalistas, gestores, aficionados o interesados en la naturaleza de la provincia de Cádiz recogiendo aportaciones interesantes en el ámbito del conocimiento y conservación de cualquiera de los elementos del patrimonio natural. Con el ánimo de facilitar la asistencia de naturalistas aficionados o profesionales de toda la provincia y, aprovechando la variedad y belleza de todos sus rincones, se alterna la localidad de celebración de las Jornadas. Así, desde 2002, se han organizado Jornadas en Sanlúcar de Barrameda, Grazalema, Jimena de la Frontera, Jerez, el Puerto de Santa María, Vejer y Medina Sidonia.
La Sociedad también edita periódicamente la Revista de la Sociedad Gaditana de Historia Natural y el Boletín El Corzo. La primera recoge trabajos originales relacionados con cualquier ecosistema natural o grupo taxonómico, trabajos de gestión aplicada y nuevas citas y observaciones relativas al estado de la biodiversidad (véase enlace a la revista en la pestaña Publicaciones). Tradicionalmente ha dado cabida a trabajos relacionados con las comunicaciones presentadas a las Jornadas. Desde 2012, la Revista de la SGHN tiene una nueva versión online y open-access, adaptada a los nuevos tiempos para favorecer la agilidad y difusión de los trabajos publicados. La segunda, nacida en 2013, da cabida a un amplio abanico de temas inéditos sobre la naturaleza de la provincia.
La Sociedad también organiza charlas, seminarios, cursos y talleres especializados sobre temas variados como fotografía de naturaleza, y aspectos concretos de flora y fauna representada en la provincia de Cádiz. Asimismo, cada dos años organiza el Concurso de Ilustración de Naturaleza, dotado de un premio económico y con el que se ilustra la portada de la Revista de la SGHN.
",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
Crowdcrafting,https://ciencia-ciudadana.es/proyecto-cc/crowdcrafting/,Informática y Ciencias de la Computación,,"Crowdcrafting es una plataforma web para proyectos de ciencia ciudadana 100% open-source, abierta al trabajo y la colaboración de los voluntarios. Esta plataforma busca la contribución de los ciudadanos en proyectos científicos para poder solucionar problemas, analizar datos o completar otra serie de tareas.","Crowdcrafting es una plataforma web para proyectos de ciencia ciudadana 100% open-source, abierta al trabajo y la colaboración de los voluntarios. Esta plataforma busca la contribución de los ciudadanos en proyectos científicos para poder solucionar problemas, analizar datos o completar otra serie de tareas.nan",Observatorio de la Ciencia Ciudadana en España,https://ciencia-ciudadana.es/proyecto-cc/
